period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr_dta,wait_12hr_plus_dta,emerg_adm_type1,emerg_adm_type2,emerg_adm_other,emerg_adm_other2,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a,date,total_attendances,total_over4hr,type1_4hr_pct,total_emerg_adm
MSitAE-APRIL-2023,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11787,0,12576,241,0,0,5871,0,278,118,0,0,766,363,6112,0,0,1088,,,,,,,2023-04-01,24363,6149,50.2,7200
MSitAE-APRIL-2023,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE,AIREDALE NHS FOUNDATION TRUST,4972,243,11,441,0,0,2392,0,0,0,0,0,391,14,1354,0,0,479,,,,,,,2023-04-01,5226,2392,51.9,1833
MSitAE-APRIL-2023,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4266,0,149,271,0,13,348,0,0,18,0,0,3,0,812,0,0,83,,,,,,,2023-04-01,4415,348,91.8,895
MSitAE-APRIL-2023,RCX,NHS ENGLAND EAST OF ENGLAND,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5989,0,871,93,0,0,2408,0,0,28,0,0,681,243,2248,0,0,430,,,,,,,2023-04-01,6860,2408,59.8,2678
MSitAE-APRIL-2023,RD1,NHS ENGLAND SOUTH WEST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7654,0,0,0,0,0,3405,0,0,0,0,0,681,16,2259,0,7,1205,,,,,,,2023-04-01,7654,3405,55.5,3471
MSitAE-APRIL-2023,RH8,NHS ENGLAND SOUTH WEST,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,10624,0,2670,1090,0,43,4646,0,25,431,0,2,724,103,3273,0,0,1906,,,,,,,2023-04-01,13294,4671,56.3,5179
MSitAE-APRIL-2023,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7454,0,2974,943,0,0,1771,0,0,102,0,0,448,331,2220,0,0,753,,,,,,,2023-04-01,10428,1771,76.2,2973
MSitAE-APRIL-2023,RJC,NHS ENGLAND MIDLANDS,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,6558,0,333,15,0,0,1155,0,0,0,0,0,120,0,1840,0,0,576,,,,,,,2023-04-01,6891,1155,82.4,2416
MSitAE-APRIL-2023,RJE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12333,474,7375,691,0,367,5916,0,182,258,0,5,1450,286,5405,0,0,2554,,,,,,,2023-04-01,20182,6098,52.0,7959
MSitAE-APRIL-2023,RK9,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8043,206,3582,0,0,0,0,0,0,0,0,0,539,587,2397,0,956,0,,,,,,,2023-04-01,11831,0,100.0,3353
MSitAE-APRIL-2023,RNA,NHS ENGLAND MIDLANDS,THE DUDLEY GROUP NHS FOUNDATION TRUST,8643,0,4685,128,0,1212,3387,0,321,29,0,0,552,10,3257,0,0,1631,,,,,,,2023-04-01,13328,3708,60.8,4888
MSitAE-APRIL-2023,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6018,0,0,0,0,0,199,0,0,0,0,0,0,0,12,0,215,,,,,,,2023-04-01,6018,199,,227
MSitAE-APRIL-2023,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17441,0,8414,534,0,0,0,0,0,0,0,0,645,22,2552,0,0,355,,,,,,,2023-04-01,25855,0,100.0,2907
MSitAE-APRIL-2023,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11391,0,0,493,0,0,3646,0,0,0,0,0,261,26,1306,0,0,257,,,,,,,2023-04-01,11391,3646,68.0,1563
MSitAE-APRIL-2023,RTQ,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,5841,0,0,0,0,0,9,0,0,0,0,0,0,0,0,50,,,,,,,2023-04-01,5841,9,,50
MSitAE-APRIL-2023,RTX,NHS ENGLAND NORTH WEST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7310,0,3736,181,0,38,2846,0,127,51,0,1,576,441,2538,0,30,744,,,,,,,2023-04-01,11046,2973,61.1,3312
MSitAE-APRIL-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11761,286,0,168,0,0,2987,0,0,23,0,0,509,332,1795,4,0,116,,,,,,,2023-04-01,12047,2987,74.6,1915
MSitAE-APRIL-2023,RWG,NHS ENGLAND EAST OF ENGLAND,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7388,0,6207,0,0,1160,3923,0,265,0,0,29,957,0,3165,0,0,761,,,,,,,2023-04-01,13595,4188,46.9,3926
MSitAE-APRIL-2023,RWP,NHS ENGLAND MIDLANDS,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11126,0,5126,211,0,0,5350,0,5,74,0,0,1004,317,3092,0,0,1131,,,,,,,2023-04-01,16252,5355,51.9,4223
MSitAE-APRIL-2023,RXW,NHS ENGLAND MIDLANDS,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9839,0,2063,76,0,278,5315,0,271,19,0,2,592,524,2554,0,45,1931,,,,,,,2023-04-01,11902,5586,46.0,4530
MSitAE-APRIL-2023,RY7,NHS ENGLAND NORTH WEST,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4378,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4378,255,,0
MSitAE-APRIL-2023,RY8,NHS ENGLAND MIDLANDS,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,7021,0,0,1572,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,7021,3,,0
MSitAE-APRIL-2023,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,4932,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4932,6,,0
MSitAE-APRIL-2023,DD401,NHS ENGLAND SOUTH WEST,EXMOUTH MINOR INJURY UNIT,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1092,0,,0
MSitAE-APRIL-2023,NDA57,NHS ENGLAND SOUTH EAST,HASLEMERE MINOR INJURIES UNIT,0,0,1081,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2023-04-01,1081,0,,1
MSitAE-APRIL-2023,R1F,NHS ENGLAND SOUTH EAST,ISLE OF WIGHT NHS TRUST,3513,0,2234,24,0,39,1660,0,0,9,0,0,416,432,1046,0,0,264,,,,,,,2023-04-01,5747,1660,52.7,1310
MSitAE-APRIL-2023,RA2,NHS ENGLAND SOUTH EAST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5578,0,0,502,0,0,1921,0,0,134,0,0,268,0,2118,0,0,782,,,,,,,2023-04-01,5578,1921,65.6,2900
MSitAE-APRIL-2023,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5595,0,5590,0,0,0,2653,0,164,0,0,0,551,9,1704,0,0,324,,,,,,,2023-04-01,11185,2817,52.6,2028
MSitAE-APRIL-2023,RBT,NHS ENGLAND NORTH WEST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6753,0,2344,73,0,19,3404,0,14,18,0,0,596,131,2254,0,0,976,,,,,,,2023-04-01,9097,3418,49.6,3230
MSitAE-APRIL-2023,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9174,343,9752,0,0,447,4882,0,429,0,0,14,756,800,3775,4,0,1294,,,,,,,2023-04-01,19269,5311,46.8,5073
MSitAE-APRIL-2023,RDE,NHS ENGLAND EAST OF ENGLAND,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13222,0,10239,193,0,194,5867,0,54,0,0,0,982,50,4431,0,228,811,,,,,,,2023-04-01,23461,5921,55.6,5470
MSitAE-APRIL-2023,REP,NHS ENGLAND NORTH WEST,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1130,0,0,111,0,0,137,0,0,0,0,0,0,0,75,0,26,,,,,,,2023-04-01,1130,137,,101
MSitAE-APRIL-2023,RGT,NHS ENGLAND EAST OF ENGLAND,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9043,0,5523,106,0,67,0,0,0,0,0,0,597,311,2433,0,32,466,,,,,,,2023-04-01,14566,0,100.0,2931
MSitAE-APRIL-2023,RH5,NHS ENGLAND SOUTH WEST,SOMERSET NHS FOUNDATION TRUST,11699,0,8535,0,0,1,4021,0,160,0,0,0,440,31,3226,0,0,1521,,,,,,,2023-04-01,20234,4181,65.6,4747
MSitAE-APRIL-2023,RHM,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10373,1321,0,2,0,0,3732,45,0,0,0,0,277,6,3299,16,0,1305,,,,,,,2023-04-01,11694,3777,64.0,4620
MSitAE-APRIL-2023,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8282,1022,7199,383,0,746,3760,0,235,163,0,7,814,6,3106,0,0,2737,,,,,,,2023-04-01,16503,3995,54.6,5843
MSitAE-APRIL-2023,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,11627,733,2210,0,0,1767,3466,0,1,0,0,0,27,40,3365,0,0,872,,,,,,,2023-04-01,14570,3467,70.2,4237
MSitAE-APRIL-2023,RKB,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10599,1606,7502,51,0,116,4500,90,39,14,0,0,673,7,2995,73,50,1529,,,,,,,2023-04-01,19707,4629,57.5,4647
MSitAE-APRIL-2023,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,7988,0,0,0,0,0,2552,0,0,0,0,0,262,173,942,0,0,50,,,,,,,2023-04-01,7988,2552,68.1,992
MSitAE-APRIL-2023,RMC,NHS ENGLAND NORTH WEST,BOLTON NHS FOUNDATION TRUST,8695,0,1469,39,0,15,2950,0,216,12,0,0,517,356,1903,0,79,697,,,,,,,2023-04-01,10164,3166,66.1,2679
MSitAE-APRIL-2023,RMP,NHS ENGLAND NORTH WEST,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7314,0,2538,233,0,0,2939,0,0,0,0,0,178,2,2023,0,0,193,,,,,,,2023-04-01,9852,2939,59.8,2216
MSitAE-APRIL-2023,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8324,0,2081,231,0,0,3124,0,4,37,0,0,673,350,2162,0,0,648,,,,,,,2023-04-01,10405,3128,62.5,2810
MSitAE-APRIL-2023,RNS,NHS ENGLAND MIDLANDS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7888,629,1900,168,0,69,3242,13,54,38,0,2,279,770,1618,0,0,1225,,,,,,,2023-04-01,10417,3309,58.9,2843
MSitAE-APRIL-2023,RNZ,NHS ENGLAND SOUTH WEST,SALISBURY NHS FOUNDATION TRUST,3792,238,1997,174,0,0,1335,0,0,48,0,0,359,16,1200,0,0,696,,,,,,,2023-04-01,6027,1335,64.8,1896
MSitAE-APRIL-2023,RQW,NHS ENGLAND EAST OF ENGLAND,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8483,0,0,1181,0,0,4366,0,0,0,0,0,324,28,1974,0,0,378,,,,,,,2023-04-01,8483,4366,48.5,2352
MSitAE-APRIL-2023,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE,LEEDS TEACHING HOSPITALS NHS TRUST,15540,0,10715,186,0,15,6144,0,32,42,0,0,1395,228,3476,0,0,1060,,,,,,,2023-04-01,26255,6176,60.5,4536
MSitAE-APRIL-2023,RTE,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11433,0,0,240,0,0,4256,0,0,74,0,0,466,630,2527,0,0,1401,,,,,,,2023-04-01,11433,4256,62.8,3928
MSitAE-APRIL-2023,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8914,0,11284,0,0,0,1454,0,9,0,0,0,8,0,4893,0,57,969,,,,,,,2023-04-01,20198,1463,83.7,5919
MSitAE-APRIL-2023,RTH,NHS ENGLAND SOUTH EAST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10477,1745,492,1089,0,99,3788,0,10,289,0,0,556,4,3471,127,21,3817,,,,,,,2023-04-01,12714,3798,63.8,7436
MSitAE-APRIL-2023,RVJ,NHS ENGLAND SOUTH WEST,NORTH BRISTOL NHS TRUST,7806,0,0,133,0,0,1546,0,0,29,0,0,462,2,3125,0,0,1574,,,,,,,2023-04-01,7806,1546,80.2,4699
MSitAE-APRIL-2023,RVV,NHS ENGLAND SOUTH EAST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,10931,0,11427,101,0,0,6125,0,412,53,0,0,552,989,3675,0,428,1479,,,,,,,2023-04-01,22358,6537,44.0,5582
MSitAE-APRIL-2023,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10062,0,0,0,0,0,4579,0,0,0,0,0,923,167,3114,0,0,1780,,,,,,,2023-04-01,10062,4579,54.5,4894
MSitAE-APRIL-2023,RWD,NHS ENGLAND MIDLANDS,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11577,0,5825,4,0,0,6148,0,901,1,0,0,887,665,3744,0,0,1031,,,,,,,2023-04-01,17402,7049,46.9,4775
MSitAE-APRIL-2023,RWJ,NHS ENGLAND NORTH WEST,STOCKPORT NHS FOUNDATION TRUST,8225,0,0,507,0,0,2848,0,0,115,0,0,635,67,2713,0,0,679,,,,,,,2023-04-01,8225,2848,65.4,3392
MSitAE-APRIL-2023,RXC,NHS ENGLAND SOUTH EAST,EAST SUSSEX HEALTHCARE NHS TRUST,8702,0,1954,785,0,1009,3280,0,28,0,0,0,136,0,3048,0,0,488,,,,,,,2023-04-01,10656,3308,62.3,3536
MSitAE-APRIL-2023,RXN,NHS ENGLAND NORTH WEST,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11146,0,3564,204,0,40,3863,0,88,39,0,1,1127,159,2919,0,163,1279,,,,,,,2023-04-01,14710,3951,65.3,4361
MSitAE-APRIL-2023,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12168,0,3805,0,0,6162,5994,0,0,0,0,0,1796,11,3816,0,0,627,,,,,,,2023-04-01,15973,5994,50.7,4443
MSitAE-APRIL-2023,RY2,NHS ENGLAND NORTH WEST,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3204,0,0,174,0,0,100,0,0,9,0,0,0,0,0,0,,,,,,,2023-04-01,3204,100,,0
MSitAE-APRIL-2023,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,21235,721,16803,0,0,0,8647,43,1693,0,0,0,2645,365,5017,0,0,985,,,,,,,2023-04-01,38759,10383,59.3,6002
MSitAE-APRIL-2023,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9683,0,1079,0,0,0,2684,0,1,0,0,0,868,52,2585,0,86,1248,,,,,,,2023-04-01,10762,2685,72.3,3919
MSitAE-APRIL-2023,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,,,,,2023-04-01,0,0,,24
MSitAE-APRIL-2023,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7753,496,6566,542,0,0,3731,7,977,173,0,0,586,382,1644,0,0,149,,,,,,,2023-04-01,14815,4715,51.9,1793
MSitAE-APRIL-2023,RBS,NHS ENGLAND NORTH WEST,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5063,0,0,0,0,0,806,0,0,0,0,0,25,0,906,0,0,248,,,,,,,2023-04-01,5063,806,84.1,1154
MSitAE-APRIL-2023,RC9,NHS ENGLAND EAST OF ENGLAND,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,14239,0,6549,0,0,1066,0,0,0,0,0,0,90,3,4256,0,0,2076,,,,,,,2023-04-01,20788,0,100.0,6332
MSitAE-APRIL-2023,RDR,NHS ENGLAND SOUTH EAST,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,10810,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,10810,167,,0
MSitAE-APRIL-2023,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,11956,0,4557,0,0,0,3940,0,0,0,0,0,521,281,1363,0,0,112,,,,,,,2023-04-01,16513,3940,67.0,1475
MSitAE-APRIL-2023,RNQ,NHS ENGLAND MIDLANDS,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8307,0,0,328,0,0,0,0,0,0,0,0,1201,0,1907,0,0,146,,,,,,,2023-04-01,8307,0,100.0,2053
MSitAE-APRIL-2023,RPA,NHS ENGLAND SOUTH EAST,MEDWAY NHS FOUNDATION TRUST,7224,0,6043,338,0,1238,2812,0,533,0,0,0,761,131,2027,0,0,937,,,,,,,2023-04-01,13267,3345,61.1,2964
MSitAE-APRIL-2023,RRF,NHS ENGLAND NORTH WEST,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7122,0,4978,0,0,0,3801,0,30,0,0,0,1087,306,2095,0,0,680,,,,,,,2023-04-01,12100,3831,46.6,2775
MSitAE-APRIL-2023,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9516,0,4948,0,0,322,3871,0,191,0,0,9,1007,61,2326,0,148,1751,,,,,,,2023-04-01,14464,4062,59.3,4225
MSitAE-APRIL-2023,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10966,3880,6139,0,0,0,0,0,0,0,0,0,994,42,2711,0,0,1082,,,,,,,2023-04-01,20985,0,100.0,3793
MSitAE-APRIL-2023,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13133,0,0,0,0,0,5083,0,0,0,0,0,882,454,4106,0,0,513,,,,,,,2023-04-01,13133,5083,61.3,4619
MSitAE-APRIL-2023,RBV,NHS ENGLAND NORTH WEST,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,,,,,,,2023-04-01,0,0,,585
MSitAE-APRIL-2023,REM,NHS ENGLAND NORTH WEST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15915,195,8095,443,0,0,6928,0,331,43,0,0,1798,1058,4769,0,0,1624,,,,,,,2023-04-01,24205,7259,56.5,6393
MSitAE-APRIL-2023,RET,NHS ENGLAND NORTH WEST,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,,,,,,,2023-04-01,0,0,,138
MSitAE-APRIL-2023,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,764,0,,0
MSitAE-APRIL-2023,ACH01,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4579,0,,0
MSitAE-APRIL-2023,C83023,NHS ENGLAND MIDLANDS,SLEAFORD MEDICAL GROUP,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,2023-04-01,637,0,,8
MSitAE-APRIL-2023,RBL,NHS ENGLAND NORTH WEST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7403,0,2505,169,0,244,3689,0,54,47,0,7,675,229,2005,0,0,1355,,,,,,,2023-04-01,9908,3743,50.2,3360
MSitAE-APRIL-2023,RN3,NHS ENGLAND SOUTH WEST,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4809,0,4695,0,0,297,2168,0,209,0,0,7,384,79,1984,0,0,1260,,,,,,,2023-04-01,9504,2377,54.9,3244
MSitAE-APRIL-2023,RWW,NHS ENGLAND NORTH WEST,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6997,0,2867,245,0,151,2892,0,41,74,0,1,643,564,2002,0,0,172,,,,,,,2023-04-01,9864,2933,58.7,2174
MSitAE-APRIL-2023,RHW,NHS ENGLAND SOUTH EAST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10582,2244,0,618,0,0,3182,18,0,0,0,0,328,0,2149,2,0,829,,,,,,,2023-04-01,12826,3200,69.9,2980
MSitAE-APRIL-2023,R0D,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12416,0,1326,205,0,0,0,0,0,0,0,0,883,169,3733,9,0,1953,,,,,,,2023-04-01,13742,0,100.0,5695
MSitAE-APRIL-2023,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10903,1452,5190,402,0,1053,4616,8,91,186,0,24,687,1,3994,18,0,1056,,,,,,,2023-04-01,17545,4715,57.7,5068
MSitAE-APRIL-2023,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,15477,0,7998,0,0,0,6928,0,350,0,0,0,1106,473,3866,0,0,480,,,,,,,2023-04-01,23475,7278,55.2,4346
MSitAE-APRIL-2023,RDU,NHS ENGLAND SOUTH EAST,FRIMLEY HEALTH NHS FOUNDATION TRUST,18137,0,0,1927,0,0,0,0,0,0,0,0,1339,0,5163,0,0,234,,,,,,,2023-04-01,18137,0,100.0,5397
MSitAE-APRIL-2023,RBN,NHS ENGLAND NORTH WEST,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9200,0,4235,130,0,0,4535,0,79,9,0,0,262,3,4853,0,0,429,,,,,,,2023-04-01,13435,4614,50.7,5282
MSitAE-APRIL-2023,R0A,NHS ENGLAND NORTH WEST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,22266,3111,9892,2291,431,576,9413,41,432,738,2,44,2304,131,5307,190,147,501,,,,,,,2023-04-01,35269,9886,57.7,6145
MSitAE-APRIL-2023,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GATESHEAD HEALTH NHS FOUNDATION TRUST,5820,0,2811,23,0,24,2173,0,64,6,0,0,852,0,1656,0,0,718,,,,,,,2023-04-01,8631,2237,62.7,2374
MSitAE-APRIL-2023,RM3,NHS ENGLAND NORTH WEST,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22744,0,6642,0,0,0,9683,0,254,0,0,0,1279,461,6058,0,337,1470,,,,,,,2023-04-01,29386,9937,57.4,7865
MSitAE-APRIL-2023,RX1,NHS ENGLAND MIDLANDS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14403,1931,312,448,0,0,0,0,0,0,0,0,909,347,3827,0,0,2934,,,,,,,2023-04-01,16646,0,100.0,6761
MSitAE-APRIL-2023,NLX,NHS ENGLAND SOUTH WEST,SIRONA CARE & HEALTH,0,0,6930,0,0,267,0,0,181,0,0,31,0,0,0,0,0,0,,,,,,,2023-04-01,6930,181,,0
MSitAE-APRIL-2023,RFS,NHS ENGLAND MIDLANDS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5200,0,2430,165,0,122,2307,0,168,54,0,9,628,63,2302,0,239,513,,,,,,,2023-04-01,7630,2475,55.6,3054
MSitAE-APRIL-2023,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2182,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2182,100,,0
MSitAE-APRIL-2023,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2037,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2037,149,,0
MSitAE-AUGUST-2023,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,96,0,,0
MSitAE-AUGUST-2023,RW1,NHS ENGLAND SOUTH EAST,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2664,0,0,0,0,0,18,0,0,0,0,0,0,0,3,157,,,,,,,2023-08-01,2664,18,,160
MSitAE-AUGUST-2023,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,0,0,,0
MSitAE-AUGUST-2023,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0,0,0,2294,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,0,0,,0
MSitAE-AUGUST-2023,ACH01,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,4704,0,,0
MSitAE-AUGUST-2023,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,3057,0,0,30,0,0,76,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,3057,76,,0
MSitAE-AUGUST-2023,C82038,NHS ENGLAND MIDLANDS,LATHAM HOUSE MEDICAL PRACTICE,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,343,0,,0
MSitAE-AUGUST-2023,NQT51,NHS ENGLAND SOUTH EAST,STATION PLAZA HEALTH CENTRE,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,1802,0,,0
MSitAE-AUGUST-2023,NQTE4,NHS ENGLAND MIDLANDS,SUMMERFIELD URGENT CARE CENTRE,0,0,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,4001,0,,0
MSitAE-AUGUST-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1959,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,,,,,,,2023-08-01,1959,59,,0
